,Name,Team,Pos,Age,Games Played,Games Started,Pro Bowl,All Pro,Completions,Passing Attempts,Passing Yards,Passing TD,Interceptions,Rushing Attempts,Rushing Yards,Rushing Y/A,Rushing TD,Targets,Receptions,Receiving Yards,Y/R,Receiving TD,Fumbles,Fumbles Lost,Total TD,2PM,2PP,Fantasy Points,PPR,DraftKings Points,FanDuel Points,VBD,Position Rank,Overall Rank
152,Benny Cunningham,STL,RB,24,16,2,0,0,0,0,0,0,0,66,246,3.73,3,52,45,352,7.82,1,2,2,4,0,0,80,124.8,132.8,102.3,0,40,153
153,Charles Clay,MIA,TE,25,14,14,0,0,0,0,0,0,0,0,0,0,0,84,58,605,10.43,3,0,0,3,0,0,79,136.5,139.5,107.5,0,15,154
154,Percy Harvin,2TM,WR,26,13,12,0,0,0,0,0,0,0,33,202,6.12,1,78,51,483,9.47,1,3,1,2,0,0,79,129.5,136.5,104.0,0,61,155
155,Bobby Rainey,TAM,RB,27,15,5,0,0,0,1,0,0,0,94,406,4.32,1,45,33,315,9.55,1,3,3,2,0,0,78,111.1,120.1,94.6,0,42,156
156,Bishop Sankey,TEN,RB,22,16,9,0,0,0,0,0,0,0,152,569,3.74,2,23,18,133,7.39,0,2,2,2,0,0,78,96.2,104.2,87.2,0,41,157
157,Pierre Thomas,NOR,RB,30,11,3,0,0,0,0,0,0,0,45,222,4.93,2,55,45,378,8.40,1,0,0,3,0,0,78,123.0,129.0,100.5,0,43,158
158,Markus Wheaton,PIT,WR,23,16,11,0,0,0,0,0,0,0,4,19,4.75,0,86,53,644,12.15,2,0,0,2,0,0,78,131.3,134.3,104.8,0,62,159
159,Jarius Wright,MIN,WR,25,16,7,0,0,0,0,0,0,0,5,71,14.20,0,62,42,588,14.00,2,0,0,2,0,0,78,119.9,122.9,98.9,0,63,160
160,Dwayne Bowe,KAN,WR,30,15,15,0,0,0,0,0,0,0,0,0,0,0,95,60,754,12.57,0,2,0,0,0,0,77,135.4,138.4,105.4,0,64,161
161,Owen Daniels,BAL,TE,32,15,13,0,0,0,0,0,0,0,0,0,0,0,79,48,527,10.98,4,0,0,4,0,0,77,124.7,127.7,100.7,0,16,162
162,Nate Washington,TEN,WR,31,16,11,0,0,0,0,0,0,0,0,0,0,0,72,40,647,16.18,2,0,0,2,0,0,77,116.7,119.7,96.7,0,65,163
163,Jermaine Gresham,CIN,TE,26,15,15,0,0,0,0,0,0,0,0,0,0,0,79,62,460,7.42,5,3,0,5,0,0,76,138.0,141.0,107.0,0,17,164
164,Mychal Rivera ,OAK,TE,24,16,10,0,0,0,0,0,0,0,0,0,0,0,99,58,534,9.21,4,3,1,4,0,0,75,133.4,137.4,104.4,0,18,165
165,Riley Cooper,PHI,WR,27,16,16,0,0,0,0,0,0,0,0,0,0,0,95,55,577,10.49,3,1,1,3,0,0,74,128.7,132.7,101.2,0,66,166
166,Jonas Gray,NWE,RB,24,8,3,0,0,0,0,0,0,0,89,412,4.63,5,3,1,7,7.00,0,0,0,5,0,0,72,72.9,75.9,72.4,0,44,167
167,Zach Mettenberger,TEN,QB,23,7,6,0,0,107,179,1412,8,7,5,4,0.80,0,0,0,0,0,0,4,2,0,0,0,71,70.9,82.9,77.9,0,38,168
168,Harry Douglas,ATL,WR,30,12,6,0,0,0,0,0,0,0,0,0,0,0,74,51,556,10.90,2,0,0,2,1,0,70,120.6,123.6,95.1,0,68,169
169,Devin Hester,ATL,WR,32,16,1,1,0,0,0,0,0,0,6,36,6.00,1,59,38,504,13.26,2,2,1,4,0,0,70,114.0,118.0,95.0,0,67,170
170,Miles Austin,CLE,WR,30,12,11,0,0,0,0,0,0,0,0,0,0,0,73,47,568,12.09,2,0,0,2,0,0,69,115.8,118.8,92.3,0,71,171
171,Taylor Gabriel,CLE,WR,23,16,2,0,0,0,0,0,0,0,4,10,2.50,0,72,36,621,17.25,1,0,0,1,0,0,69,105.1,108.1,87.1,0,69,172
172,Latavius Murray,OAK,RB,24,15,3,0,0,0,0,0,0,0,82,424,5.17,2,23,17,143,8.41,0,1,0,2,0,0,69,85.7,91.7,77.2,0,45,173
173,Allen Robinson,JAX,WR,21,10,8,0,0,0,0,0,0,0,0,0,0,0,81,48,548,11.42,2,0,0,2,1,0,69,116.8,119.8,92.8,0,70,174
174,Scott Chandler,BUF,TE,29,16,5,0,0,0,0,0,0,0,0,0,0,0,70,47,497,10.57,3,0,0,3,0,0,68,114.7,117.7,91.2,0,19,175
175,Justin Hunter,TEN,WR,23,12,8,0,0,0,0,0,0,0,0,0,0,0,67,28,498,17.79,3,0,0,3,0,0,68,95.8,98.8,81.8,0,72,176
176,Doug Martin ,TAM,RB,25,11,11,0,0,0,0,0,0,0,134,494,3.69,2,20,13,64,4.92,0,0,0,2,0,0,68,80.8,83.8,74.3,0,46,177
177,Reggie Bush,DET,RB,29,11,9,0,0,0,0,0,0,0,76,297,3.91,2,56,40,253,6.33,0,1,0,2,0,0,67,107.0,113.0,87.0,0,49,178
178,Jerick McKinnon ,MIN,RB,22,11,6,0,0,0,0,0,0,0,113,538,4.76,0,41,27,135,5.00,0,0,0,0,0,0,67,94.3,100.3,80.8,0,47,179
179,Cecil Shorts,JAX,WR,27,13,12,0,0,2,2,32,1,0,0,0,0,0,110,53,557,10.51,1,1,1,1,0,0,67,118.0,122.0,91.5,0,73,180
180,Ben Tate,2TM,RB,26,11,6,0,0,0,0,0,0,0,119,371,3.12,4,12,9,60,6.67,0,0,0,4,0,0,67,76.1,79.1,71.6,0,48,181
181,Jerricho Cotchery,CAR,WR,32,15,13,0,0,0,0,0,0,0,0,0,0,0,78,48,580,12.08,1,0,0,1,1,0,66,114.0,117.0,90.0,0,74,182
182,Hakeem Nicks,IND,WR,26,16,6,0,0,0,0,0,0,0,0,0,0,0,68,38,405,10.66,4,0,0,4,0,0,65,102.5,105.5,83.5,0,75,183
183,Antone Smith,ATL,RB,29,10,0,0,0,0,0,0,0,0,23,144,6.26,2,15,13,222,17.08,3,1,1,5,0,0,65,77.6,84.6,71.1,0,51,184
184,Lorenzo Taliaferro,BAL,RB,23,13,0,0,0,0,0,0,0,0,68,292,4.29,4,10,8,114,14.25,0,1,1,4,0,0,65,70.6,77.6,66.6,0,50,185
185,Jermaine Kearse,SEA,WR,24,15,14,0,0,1,1,17,0,0,2,15,7.50,0,69,38,537,14.13,1,0,0,1,0,0,64,99.9,102.9,80.9,0,77,186
186,Jake Locker,TEN,QB,26,7,5,0,0,86,146,993,5,7,22,142,6.45,1,0,0,0,0,0,3,1,1,0,0,64,63.9,77.9,70.9,0,39,187
187,Donte Moncrief,IND,WR,21,16,2,0,0,0,0,0,0,0,4,17,4.25,0,49,32,444,13.88,3,0,0,3,0,0,64,96.1,99.1,80.1,0,76,188
188,Davante Adams,GNB,WR,22,16,11,0,0,0,0,0,0,0,0,0,0,0,66,38,446,11.74,3,0,0,3,0,0,63,100.6,103.6,81.6,0,79,189
189,Chris Hogan ,BUF,WR,27,16,2,0,0,0,0,0,0,0,0,0,0,0,61,41,426,10.39,4,2,2,4,0,0,63,103.6,108.6,83.1,0,78,190
190,Colt McCoy,WAS,QB,28,5,4,0,0,91,128,1057,4,3,16,66,4.13,1,0,0,0,0,0,6,1,1,0,0,63,62.9,69.9,65.9,0,40,191
191,Cole Beasley,DAL,WR,25,16,2,0,0,0,0,0,0,0,0,0,0,0,49,37,420,11.35,4,2,2,4,0,0,62,99.0,104.0,80.5,0,80,192
192,Carlos Hyde,SFO,RB,24,14,0,0,0,0,0,0,0,0,83,333,4.01,4,16,12,68,5.67,0,1,1,4,0,0,62,74.1,78.1,68.1,0,52,193
193,Steve Johnson,SFO,WR,28,13,1,0,0,0,0,0,0,0,0,0,0,0,50,35,435,12.43,3,0,0,3,0,0,62,96.5,99.5,79.0,0,82,194
194,Tim Wright,NWE,WR,24,16,2,0,0,0,0,0,0,0,1,-2,-2.00,0,33,26,259,9.96,6,0,0,6,0,0,62,87.7,90.7,74.7,0,81,195
195,Toby Gerhart ,JAX,RB,27,14,7,0,0,0,0,0,0,0,101,326,3.23,2,24,20,186,9.30,0,1,1,2,0,0,61,81.2,88.2,71.2,0,53,196
196,Theo Riddick,DET,RB,23,14,2,0,0,0,0,0,0,0,20,51,2.55,0,50,34,316,9.29,4,0,0,4,0,0,61,94.7,97.7,77.7,0,54,197
197,Anthony Dixon,BUF,RB,27,16,0,0,0,0,0,0,0,0,105,432,4.11,2,9,8,49,6.13,0,1,0,2,0,0,60,68.1,71.1,64.1,0,55,198
198,Charles Johnson,MIN,WR,25,12,6,0,0,0,0,0,0,0,1,-11,-11.00,0,59,31,475,15.32,2,1,0,2,1,0,60,91.4,94.4,75.9,0,83,199
199,Jeremy Kerley,NYJ,WR,26,16,7,0,0,0,1,0,0,0,4,86,21.50,0,75,38,409,10.76,1,1,0,1,0,0,60,93.5,96.5,74.5,0,85,200
200,Cordarrelle Patterson,MIN,WR,23,16,7,0,0,0,0,0,0,0,10,117,11.70,1,67,33,384,11.64,1,1,1,2,0,0,60,93.1,100.1,76.6,0,84,201
201,Robert Turbin,SEA,RB,25,16,3,0,0,0,0,0,0,0,74,310,4.19,0,20,16,186,11.63,2,1,1,2,0,0,60,75.6,82.6,67.6,0,56,202
202,Tavon Austin,STL,WR,24,15,8,0,0,0,0,0,0,0,36,224,6.22,2,44,31,242,7.81,0,5,0,3,0,0,59,95.6,101.6,80.1,0,87,203
203,Brian Hartline ,MIA,WR,28,16,16,0,0,0,0,0,0,0,0,0,0,0,63,39,474,12.15,2,0,0,2,0,0,59,98.4,101.4,78.9,0,86,204
204,EJ Manuel,BUF,QB,24,5,4,0,0,76,131,838,5,3,16,52,3.25,1,0,0,0,0,0,1,0,1,0,0,59,58.7,64.7,61.7,0,41,205
205,James Starks,GNB,RB,28,16,0,0,0,0,0,0,0,0,85,333,3.92,2,29,18,140,7.78,0,1,0,2,0,0,59,77.3,83.3,68.3,0,57,206
206,Ryan Mathews,SDG,RB,27,6,6,0,0,0,0,0,0,0,74,330,4.46,3,10,9,69,7.67,0,1,0,3,0,0,58,66.9,69.9,62.4,0,58,207
207,Wes Welker,DEN,WR,33,14,8,0,0,0,0,0,0,0,0,0,0,0,64,49,464,9.47,2,0,0,2,0,0,58,107.4,110.4,82.9,0,88,208
208,Devonta Freeman ,ATL,RB,22,16,0,0,0,0,0,0,0,0,65,248,3.82,1,37,30,225,7.50,1,1,1,2,0,0,57,87.3,94.3,72.3,0,59,209
209,Khiry Robinson,NOR,RB,25,10,3,0,0,0,0,0,0,0,76,362,4.76,3,11,8,63,7.88,0,2,2,3,0,0,57,64.5,69.5,60.5,0,60,210
210,Lance Kendricks,STL,TE,26,16,14,0,0,0,0,0,0,0,0,0,0,0,38,27,259,9.59,5,0,0,5,0,0,56,82.9,85.9,69.4,0,21,211
211,Brian Quick,STL,WR,25,7,7,0,0,0,0,0,0,0,0,0,0,0,39,25,375,15.00,3,0,0,3,0,0,56,80.5,83.5,68.0,0,89,212
212,Luke Willson,SEA,TE,24,15,10,0,0,0,0,0,0,0,0,0,0,0,40,22,362,16.45,3,0,0,3,0,0,56,76.2,79.2,65.2,0,20,213
213,Niles Paul,WAS,WR,25,16,7,0,0,0,0,0,0,0,0,0,0,0,52,39,507,13.00,1,1,1,1,0,0,55,93.7,97.7,74.2,0,91,214
214,Andre Roberts,WAS,WR,26,16,4,0,0,0,0,0,0,0,2,21,10.50,0,73,36,453,12.58,2,4,2,2,0,0,55,91.4,96.4,73.4,0,90,215
215,Stepfan Taylor,ARI,RB,23,14,4,0,0,0,0,0,0,0,63,208,3.30,1,15,11,79,7.18,3,0,0,4,1,0,55,65.7,68.7,60.2,0,61,216
216,Jordan Cameron,CLE,TE,26,10,9,0,0,0,0,0,0,0,0,0,0,0,48,24,424,17.67,2,0,0,2,0,0,54,78.4,81.4,66.4,0,22,217
217,Dan Herron,IND,RB,25,16,3,0,0,0,0,0,0,0,78,351,4.50,1,26,21,173,8.24,0,4,2,1,0,0,54,75.4,83.4,64.9,0,62,218
218,Andrew Quarless,GNB,TE,26,16,11,0,0,0,0,0,0,0,0,0,0,0,46,29,323,11.14,3,0,0,3,0,0,54,79.3,82.3,64.8,0,23,219
219,Jacquizz Rodgers ,ATL,RB,24,16,1,0,0,0,0,0,0,0,58,217,3.74,1,40,29,173,5.97,1,1,0,2,0,0,53,80.0,86.0,65.5,0,63,220
220,Derek Anderson ,CAR,QB,31,6,2,0,0,65,97,701,5,0,8,24,3.00,0,0,0,0,0,0,2,0,0,0,0,52,50.4,53.4,50.4,0,42,221
221,Preston Parker,NYG,WR,27,16,7,0,0,0,0,0,0,0,0,0,0,0,56,36,418,11.61,2,2,1,2,0,0,52,87.8,91.8,69.8,0,92,222
222,Stedman Bailey,STL,WR,24,14,3,0,0,0,0,0,0,0,1,13,13.00,0,46,30,435,14.50,1,0,0,2,0,0,51,86.8,89.8,71.8,0,93,223
223,Travis Benjamin,CLE,WR,25,16,0,0,0,0,0,0,0,0,3,11,3.67,0,46,18,314,17.44,3,2,0,3,0,0,51,68.5,71.5,59.5,0,94,224
224,Shonn Greene,TEN,RB,29,13,5,0,0,0,0,0,0,0,94,392,4.17,2,3,1,13,13.00,0,1,1,2,0,0,51,51.5,55.5,51.0,0,65,225
225,Joseph Randle ,DAL,RB,23,16,0,0,0,0,0,0,0,0,51,343,6.73,3,5,4,23,5.75,0,2,2,3,0,0,51,54.6,59.6,52.6,0,64,226
226,Louis Murphy,TAM,WR,27,11,3,0,0,0,0,0,0,0,0,0,0,0,56,31,380,12.26,2,1,0,2,0,0,50,81.0,84.0,65.5,0,95,227
227,Jordan Todman,JAX,RB,24,16,1,0,0,0,0,0,0,0,32,186,5.81,1,37,25,198,7.92,1,0,0,2,0,0,50,75.4,81.4,62.9,0,66,228
228,Jace Amaro,NYJ,WR,22,14,4,0,0,0,0,0,0,0,0,0,0,0,53,38,345,9.08,2,1,0,2,0,0,49,84.5,87.5,65.5,0,98,229
229,Corey Brown,CAR,WR,23,13,3,0,0,0,0,0,0,0,8,95,11.88,0,36,21,296,14.10,2,3,1,3,0,0,49,76.1,80.1,65.6,0,97,230
230,Anthony Fasano,KAN,TE,30,15,13,0,0,0,0,0,0,0,0,0,0,0,36,25,226,9.04,4,0,0,4,0,0,49,71.6,74.6,59.1,0,24,231
231,Marqise Lee ,JAX,WR,23,13,8,0,0,0,0,0,0,0,3,9,3.00,0,69,37,422,11.41,1,0,0,1,0,0,49,86.1,89.1,67.6,0,96,232
232,Josh Hill,NOR,TE,24,16,3,0,0,0,0,0,0,0,0,0,0,0,20,14,176,12.57,5,0,0,5,0,0,48,61.6,64.6,54.6,0,25,233
233,Bernard Pierce,BAL,RB,23,13,2,0,0,0,0,0,0,0,93,366,3.94,2,6,2,13,6.50,0,1,1,2,0,0,48,49.9,53.9,48.9,0,68,234
234,Stevan Ridley,NWE,RB,25,6,5,0,0,0,0,0,0,0,94,340,3.62,2,5,4,20,5.00,0,0,0,2,0,0,48,52.0,55.0,50.0,0,67,235
235,Juwan Thompson,DEN,RB,22,15,0,0,0,0,0,0,0,0,54,272,5.04,3,7,4,25,6.25,0,1,0,3,0,0,48,51.7,54.7,49.7,0,69,236
236,C.J. Spiller,BUF,RB,27,9,5,0,0,0,0,0,0,0,78,300,3.85,0,22,19,125,6.58,1,3,1,2,0,0,47,71.5,78.5,62.0,0,71,237
237,Zac Stacy,STL,RB,23,13,5,0,0,0,0,0,0,0,76,293,3.86,1,23,18,152,8.44,0,2,2,1,0,0,47,64.5,72.5,55.5,0,70,238
238,Kamar Aiken,BAL,WR,25,16,0,0,0,0,0,0,0,0,0,0,0,0,32,24,267,11.13,3,0,0,3,0,0,45,68.7,71.7,56.7,0,99,239
239,Jordan Reed,WAS,TE,24,11,2,0,0,0,0,0,0,0,0,0,0,0,65,50,465,9.30,0,1,1,0,0,0,45,94.5,98.5,69.5,0,26,240
240,Michael Vick,NYJ,QB,34,10,3,0,0,64,121,604,3,2,26,153,5.88,0,0,0,0,0,0,5,2,0,0,0,45,43.5,53.5,45.5,0,43,241
241,Donald Brown,SDG,RB,27,13,3,0,0,0,0,0,0,0,85,223,2.62,0,41,29,211,7.28,0,1,0,0,0,0,43,72.4,78.4,57.9,0,72,242
242,John Carlson,ARI,RB,30,16,12,0,0,0,0,0,0,0,0,0,0,0,55,33,350,10.61,1,0,0,1,1,0,43,76.0,79.0,59.5,0,73,243
243,Jeff Cumberland,NYJ,TE,27,16,14,0,0,0,0,0,0,0,0,0,0,0,47,23,247,10.74,3,0,0,3,0,0,43,65.7,68.7,54.2,0,27,244
244,Chris Polk,PHI,RB,25,14,0,0,0,0,0,0,0,0,46,172,3.74,4,3,2,16,8.00,0,1,0,5,0,0,43,50.8,53.8,49.8,0,74,245
245,Charles Sims,TAM,RB,24,8,0,0,0,0,0,0,0,0,66,185,2.80,1,27,19,190,10.00,0,2,1,1,0,0,42,60.5,67.5,51.0,0,75,246
246,Jason Avant,2TM,WR,31,16,0,0,0,0,0,0,0,0,1,1,1.00,0,62,34,353,10.38,1,0,0,1,0,0,41,75.4,78.4,58.4,0,100,247
247,Daniel Fells,NYG,TE,31,16,9,0,0,0,0,0,0,0,0,0,0,0,20,16,188,11.75,4,1,1,4,0,0,41,56.8,60.8,48.8,0,28,248
248,Damaris Johnson,HOU,WR,25,16,8,0,0,0,0,0,0,0,5,19,3.80,0,49,31,331,10.68,1,2,0,1,0,0,41,72.0,75.0,56.5,0,101,249
249,Daniel Thomas,MIA,RB,27,12,0,0,0,0,0,0,0,0,44,168,3.82,2,19,13,121,9.31,0,1,1,2,1,0,41,53.9,60.9,47.4,0,76,250
250,Brice Butler,OAK,WR,24,15,0,0,0,0,0,0,0,0,0,0,0,0,35,21,280,13.33,2,0,0,2,0,0,40,61.0,64.0,50.5,0,103,251
251,Victor Cruz,NYG,WR,28,6,6,0,0,0,0,0,0,0,0,0,0,0,41,23,337,14.65,1,0,0,1,0,0,40,62.7,65.7,51.2,0,104,252
252,Dion Sims,MIA,WR,23,14,2,0,0,0,0,0,0,0,0,0,0,0,36,24,284,11.83,2,0,0,2,0,0,40,64.4,67.4,52.4,0,102,253
253,Darrel Young,WAS,RB,27,16,10,0,0,0,0,0,0,0,9,22,2.44,3,14,11,81,7.36,2,0,0,5,0,0,40,51.3,51.3,45.8,0,77,254
254,Marcel Reece ,OAK,RB,29,15,15,1,0,0,0,0,0,0,21,85,4.05,0,59,37,265,7.16,1,1,1,1,0,0,39,76.0,80.0,57.5,0,78,255
255,Brent Celek,PHI,TE,29,16,15,0,0,0,0,0,0,0,0,0,0,0,51,32,340,10.63,1,1,1,1,0,0,38,70.0,74.0,54.0,0,29,256
256,Vernon Davis ,SFO,TE,30,14,14,0,0,0,0,0,0,0,1,4,4.00,0,50,26,245,9.42,2,0,0,2,0,0,37,62.9,65.9,49.9,0,30,257
257,Clay Harbor,JAX,TE,27,13,8,0,0,0,0,0,0,0,0,0,0,0,35,26,289,11.12,1,0,0,1,0,0,37,60.9,63.9,47.9,0,31,258
258,Dexter McCluster,TEN,RB,25,14,2,0,0,0,0,0,0,0,40,131,3.28,0,36,26,197,7.58,1,1,1,1,0,0,37,62.8,69.8,49.8,0,80,259
259,Damien Williams ,MIA,RB,22,16,0,0,0,0,0,0,0,0,36,122,3.39,0,27,21,187,8.90,1,0,0,1,0,0,37,57.9,63.9,47.4,0,79,260
260,Brandon Gibson,MIA,WR,27,14,5,0,0,0,0,0,0,0,0,0,0,0,51,29,295,10.17,1,2,0,1,0,0,36,64.5,67.5,50.0,0,105,261
261,Jaron Brown,ARI,WR,24,16,2,0,0,0,0,0,0,0,0,0,0,0,32,22,229,10.41,2,1,0,2,0,0,35,56.9,59.9,45.9,0,107,262
262,Travaris Cadet,NOR,RB,25,15,1,0,0,0,0,0,0,0,10,32,3.20,0,51,38,296,7.79,1,2,2,1,0,0,35,72.8,77.8,53.8,0,81,263
263,Gavin Escobar ,DAL,TE,23,16,1,0,0,0,0,0,0,0,0,0,0,0,13,9,105,11.67,4,0,0,4,0,0,35,43.5,46.5,39.0,0,34,264
264,Marcedes Lewis,JAX,TE,30,8,8,0,0,0,0,0,0,0,0,0,0,0,31,18,206,11.44,2,0,0,2,0,0,35,50.6,53.6,41.6,0,33,265
265,Brandon Lloyd,SFO,WR,33,14,3,0,0,0,0,0,0,0,0,0,0,0,35,14,294,21.00,1,0,0,1,0,0,35,49.4,52.4,42.4,0,106,266
266,Richard Rodgers ,GNB,TE,22,16,5,0,0,0,0,0,0,0,0,0,0,0,30,20,225,11.25,2,0,0,2,0,0,35,54.5,57.5,44.5,0,35,267
267,Kyle Rudolph ,MIN,TE,25,9,8,0,0,0,0,0,0,0,0,0,0,0,34,24,231,9.63,2,1,0,2,0,0,35,59.1,62.1,47.1,0,32,268
268,Lance Moore,PIT,WR,31,14,2,0,0,0,0,0,0,0,0,0,0,0,26,14,198,14.14,2,0,0,2,1,0,34,47.8,50.8,40.8,0,108,269
269,Levine Toilolo,ATL,TE,23,16,16,0,0,0,0,0,0,0,0,0,0,0,54,31,238,7.68,2,1,1,2,0,0,34,64.8,68.8,49.3,0,36,270
270,Leon Washington,TEN,RB,32,16,0,0,0,0,0,0,0,0,13,57,4.38,0,31,22,159,7.23,2,3,1,2,0,0,34,53.6,57.6,42.6,0,82,271
271,Paul Richardson ,SEA,WR,22,15,6,0,0,0,0,0,0,0,0,0,0,0,44,29,271,9.34,1,1,0,1,0,0,33,62.1,65.1,47.6,0,110,272
272,Jeremy Ross,DET,WR,26,16,13,0,0,0,0,0,0,0,2,-1,-0.50,0,35,24,314,13.08,1,5,2,1,0,0,33,57.3,62.3,45.3,0,109,273
273,De'Anthony Thomas,KAN,WR,21,12,3,0,0,0,0,0,0,0,14,113,8.07,1,31,23,156,6.78,0,0,0,2,0,0,33,61.9,67.9,50.4,0,111,274
274,Fozzy Whittaker ,CAR,RB,25,10,1,0,0,0,0,0,0,0,32,145,4.53,1,6,5,60,12.00,1,0,0,2,0,0,33,37.5,40.5,35.0,0,83,275
275,Lance Dunbar,DAL,RB,24,16,0,0,0,0,0,0,0,0,29,99,3.41,0,22,18,217,12.06,0,0,0,0,0,0,32,49.6,52.6,40.6,0,84,276
276,Chase Ford,MIN,TE,24,11,5,0,0,0,0,0,0,0,0,0,0,0,35,23,258,11.22,1,0,0,1,0,0,32,54.8,57.8,43.3,0,38,277
277,Ricardo Lockette,SEA,WR,28,16,0,0,0,0,0,0,0,0,1,2,2.00,0,15,11,195,17.73,2,0,0,2,0,0,32,42.7,45.7,37.2,0,112,278
278,Austin Seferian-Jenkins,TAM,TE,22,9,9,0,0,0,0,0,0,0,0,0,0,0,38,21,221,10.52,2,1,1,2,0,0,32,53.1,57.1,42.6,0,37,279
279,Eric Ebron,DET,TE,21,13,7,0,0,0,0,0,0,0,0,0,0,0,47,25,248,9.92,1,0,0,1,0,0,31,55.8,58.8,43.3,0,39,280
280,Derek Hagan,TEN,WR,30,16,3,0,0,0,0,0,0,0,0,0,0,0,34,19,254,13.37,1,0,0,1,0,0,31,50.4,53.4,40.9,0,113,281
281,Cooper Helfet,SEA,TE,25,10,2,0,0,0,0,0,0,0,0,0,0,0,24,12,185,15.42,2,0,0,2,0,0,31,42.5,45.5,36.5,0,40,282
282,Jim Dray,CLE,TE,28,16,8,0,0,0,0,0,0,0,0,0,0,0,27,17,242,14.24,1,0,0,1,0,0,30,47.2,50.2,38.7,0,41,283
283,Josh Gordon,CLE,WR,23,5,5,0,0,0,1,0,0,0,0,0,0,0,47,24,303,12.63,0,0,0,0,0,0,30,54.3,57.3,42.3,0,114,284
284,Chad Henne,JAX,QB,29,3,3,0,0,42,78,492,3,1,4,25,6.25,0,0,0,0,0,0,1,1,0,0,0,30,30.2,35.2,31.2,0,44,285
285,Bruce Miller,SFO,RB,27,16,8,0,0,0,0,0,0,0,6,9,1.50,0,25,18,189,10.50,2,1,1,2,0,0,30,47.8,51.8,38.8,0,85,286
286,Rhett Ellison,MIN,TE,26,16,13,0,0,0,0,0,0,0,0,0,0,0,26,19,208,10.95,1,0,0,1,1,0,29,47.8,50.8,38.3,0,42,287
287,Bilal Powell,NYJ,RB,26,15,1,0,0,0,0,0,0,0,33,141,4.27,1,15,11,92,8.36,0,0,0,1,0,0,29,40.3,43.3,34.8,0,86,288
288,Bryce Brown,BUF,RB,23,7,2,0,0,0,0,0,0,0,36,126,3.50,0,25,16,176,11.00,0,1,1,0,0,0,28,44.2,51.2,36.2,0,87,289
289,Ben Watson,NOR,TE,34,16,8,0,0,0,0,0,0,0,0,0,0,0,31,20,136,6.80,2,0,0,2,0,0,28,45.6,48.6,35.6,0,43,290
290,Montee Ball,DEN,RB,24,5,3,0,0,0,0,0,0,0,55,172,3.13,1,13,9,62,6.89,0,1,1,1,0,0,27,36.4,40.4,31.9,0,88,291
291,Bruce Ellington,SFO,WR,23,13,0,0,0,0,0,0,0,0,6,28,4.67,1,12,6,62,10.33,2,1,0,3,0,0,27,33.0,33.0,30.0,0,115,292
292,Kenbrell Thompkins,2TM,WR,26,14,7,0,0,0,0,0,0,0,2,5,2.50,0,48,21,262,12.48,0,0,0,0,0,0,27,47.7,50.7,37.2,0,116,293
293,Danny Amendola,NWE,WR,29,16,4,0,0,0,0,0,0,0,0,0,0,0,42,27,200,7.41,1,1,0,1,0,0,26,53.0,56.0,39.5,0,118,294
294,Marlon Brown,BAL,WR,23,14,1,0,0,0,0,0,0,0,0,0,0,0,31,24,255,10.63,0,0,0,0,0,0,26,49.5,52.5,37.5,0,121,295
295,Garrett Graham,HOU,TE,28,11,9,0,0,0,0,0,0,0,0,0,0,0,28,18,197,10.94,1,0,0,1,0,0,26,43.7,46.7,34.7,0,44,296
296,Rishard Matthews,MIA,WR,25,14,0,0,0,0,0,0,0,0,1,3,3.00,0,22,12,135,11.25,2,1,0,2,0,0,26,37.8,40.8,31.8,0,120,297
297,Nick Toon,NOR,WR,26,8,2,0,0,0,0,0,0,0,1,4,4.00,0,23,17,215,12.65,1,1,1,1,0,0,26,42.9,46.9,34.4,0,119,298
298,Kerwynn Williams,ARI,RB,23,5,0,0,0,0,0,0,0,0,53,246,4.64,0,6,2,11,5.50,0,1,0,0,0,0,26,27.7,30.7,26.7,0,89,299
299,Albert Wilson,KAN,WR,22,12,2,0,0,0,0,0,0,0,0,0,0,0,28,16,260,16.25,0,0,0,0,0,0,26,42.0,45.0,34.0,0,117,300
